content,Label
"Tambah jelek pak,bagusan yang dulu, menambahkan fitur tapi juga menghilangkan fitur yang dulu aaaaa eeek",netral
Bagus,netral
"Ga paham lagi sama whatsapp sekarang, gampang bgt di hack orang, itu pun whatsapp ga keamanannya ga di perbaiki, beda bgt kaya telegram",netral
Asik,netral
Jadi begitulah kira²,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
Ok,netral
Wa tidak ada fitur tautkan perangkat lagi,netral
kamera depan belakang pas vidio call buram,netral
Baik5,netral
Req emot bendera Ohio!! 😠😠 Nanti dikasih bintang 1000000000 kalau ada bendera Ohio😍🥰😘😘🤩🤩🤩🤩,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
Baik. Sangat. Membantumu. Kami,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Lumbayan,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
Bagus banget,netral
Asik,netral
"tambahin fitur arsip story, menambakan lagu di story, tag orang lain dan repost story dari orang lain",netral
"Mungkin rating ini sesuai dengan kemajuan whatsApp,karena ketika saya masuk.. di apk whatsApp dan membuat status atau pun chat seseorang, tanpa saya tekan keluar.. malah keluar sendiri",netral
Bagus,netral
Bgus ..bget..tpi Syang.klau buat vcann..gk bsa vdiony gk bgus ..buram..pdhl hp bgus..Oppo a15s.. sdangkan ak..prnh pke hp teman yg hpny biasa..buat vcnn..vdiony bgus gambarny...ksih bintang 3 aj .kurg luas,netral
Keren,netral
Wa tidak ada fitur tautkan perangkat lagi,netral
"Mungkin rating ini sesuai dengan kemajuan whatsApp,karena ketika saya masuk.. di apk whatsApp dan membuat status atau pun chat seseorang, tanpa saya tekan keluar.. malah keluar sendiri",netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
Mantaaapp,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
Baru mau pakai,netral
Sangat mudah digunakan,netral
Sp,netral
Jangan Terlalu sering diupdate,netral
WhatsApp di aktifkan kembali kami mohon team WhatsApp,netral
Mantap,netral
grafik nya buremm bangett apalagi kalau bikin sg,netral
Sangat mudah digunakan,netral
Asik,netral
di up malah tmbah ga jls,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
cukup bagus,netral
Mantap,netral
Tampilanny ky bbm jaman dulu,netral
"WhatsApp memang bagus tapi kenapa kalo kita kirim video kualitas HD kok malah jadi SD, tolong kerjasama nya",netral
Ok,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Bagus sngat memuaskan,netral
Luar biasa membantu,netral
Oke,netral
Mletreee,netral
Sangat mudah digunakan,netral
Sangat bagus,netral
"Tidak bisa menukar nama kontak, udah di coba berkali² tetap tidak bisa",netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
Req emot bendera Ohio!! 😠😠 Nanti dikasih bintang 1000000000 kalau ada bendera Ohio😍🥰😘😘🤩🤩🤩🤩,netral
Luar biasa membantu,netral
kenapa g terbuka wa saya padahal saya udh masukan verifikasi dua langkah,netral
di up malah tmbah ga jls,netral
Mantap,netral
Oke,netral
Bagus sngat memuaskan,netral
"Tambah jelek pak,bagusan yang dulu, menambahkan fitur tapi juga menghilangkan fitur yang dulu aaaaa eeek",netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
Baik. Sangat. Membantumu. Kami,netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
Mantaaapp,netral
Ok bangetaplikasi ini,netral
"wa makij di update makin gak jelas, jelek bubblenya dibawah",netral
ga ada masalah sih cuma gw gabut aja jadi gw kasih bintang 1 🗿,netral
B7 jgn pulang ubah,netral
3 dulu kalau bagus baru aku tambahin,netral
Tampilanny ky bbm jaman dulu,netral
Ok,netral
Baik5,netral
Mohon maaf tidak komen,netral
Biarkan bintang bicara,netral
3 dulu kalau bagus baru aku tambahin,netral
Resolusi status tolong jangan dikompres,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Akhir akhir ini whatsapp gw kok mau liat status itu gk bisa ya muncul tulisan terjadi kesalahan saat memutar video itu bug dari whatsapp nya kah? Padahal jaringan ku juga lancar,netral
Bagus,netral
Sangat mudah digunakan,netral
Tampilanny ky bbm jaman dulu,netral
B7 jgn pulang ubah,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
Oke,netral
Bgus ..bget..tpi Syang.klau buat vcann..gk bsa vdiony gk bgus ..buram..pdhl hp bgus..Oppo a15s.. sdangkan ak..prnh pke hp teman yg hpny biasa..buat vcnn..vdiony bgus gambarny...ksih bintang 3 aj .kurg luas,netral
Pembaruanya bukannya semakin bagus malah semakin ngak jelas,netral
Mau di edit sih tapi belum tau tampilanny nanti gimana?,netral
cukup bagus,netral
Oke,netral
Kok.ak ga bisa vn si??,netral
Tampilanny ky bbm jaman dulu,netral
Resolusi status tolong jangan dikompres,netral
Ok,netral
Benar2sangat membantu saya untuk berkomunikasi Terimakasih whatsapp! Daftar,netral
